EXID,Preferred name,Degree,Group name,ID,Synonyms
REACT:R381426,regulation of insulin-like growth factor (igf) transport and uptake by insulin-like growth factor binding proteins (igfbps),8,Pathway,REACT:R381426,regulation of insulin-like growth factor (igf) transport and uptake by insulin-like growth factor binding proteins (igfbps)
REACT:R422356,regulation of insulin secretion,11,Pathway,REACT:R422356,regulation of insulin secretion
REACT:R400206,regulation of lipid metabolism by peroxisome proliferator-activated receptor alpha (pparalpha),19,Pathway,REACT:R400206,regulation of lipid metabolism by peroxisome proliferator-activated receptor alpha (pparalpha)
KEGG:hsa04923,regulation of lipolysis in adipocytes,13,Pathway,KEGG:hsa04923,regulation of lipolysis in adipocytes
REACT:R450531,regulation of mrna stability by proteins that bind au-rich elements,11,Pathway,REACT:R450531,regulation of mrna stability by proteins that bind au-rich elements
REACT:R5686938,regulation of tlr by endogenous ligand,10,Pathway,REACT:R5686938,regulation of tlr by endogenous ligand
REACT:R5357905,regulation of tnfr1 signaling,12,Pathway,REACT:R5357905,regulation of tnfr1 signaling
REACT:R5633007,regulation of tp53 activity,14,Pathway,REACT:R5633007,regulation of tp53 activity
REACT:R6804758,regulation of tp53 activity through acetylation,6,Pathway,REACT:R6804758,regulation of tp53 activity through acetylation
REACT:R6804759,regulation of tp53 activity through association with co-factors,6,Pathway,REACT:R6804759,regulation of tp53 activity through association with co-factors
REACT:R6804760,regulation of tp53 activity through methylation,7,Pathway,REACT:R6804760,regulation of tp53 activity through methylation
REACT:R6804756,regulation of tp53 activity through phosphorylation,12,Pathway,REACT:R6804756,regulation of tp53 activity through phosphorylation
REACT:R6804757,regulation of tp53 degradation,14,Pathway,REACT:R6804757,regulation of tp53 degradation
REACT:R6806003,regulation of tp53 expression and degradation,14,Pathway,REACT:R6806003,regulation of tp53 expression and degradation
REACT:R159782,removal of aminoterminal propeptides from gamma-carboxylated proteins,3,Pathway,REACT:R159782,removal of aminoterminal propeptides from gamma-carboxylated proteins
KEGG:hsa05211,renal cell carcinoma,18,Pathway,KEGG:hsa05211,renal cell carcinoma
KEGG:hsa04614,renin-angiotensin system,3,Pathway,KEGG:hsa04614,renin-angiotensin system
KEGG:hsa04924,renin secretion,9,Pathway,KEGG:hsa04924,renin secretion
REACT:R163200,"respiratory electron transport, atp synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",10,Pathway,REACT:R163200,"respiratory electron transport, atp synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
REACT:R76005,response to elevated platelet cytosolic ca2+,17,Pathway,REACT:R76005,response to elevated platelet cytosolic ca2+
REACT:R975634,retinoid metabolism and transport,11,Pathway,REACT:R975634,retinoid metabolism and transport
KEGG:hsa00830,retinol metabolism,14,Pathway,KEGG:hsa00830,retinol metabolism
KEGG:hsa04723,retrograde endocannabinoid signaling,16,Pathway,KEGG:hsa04723,retrograde endocannabinoid signaling
REACT:R8853659,ret signaling,18,Pathway,REACT:R8853659,ret signaling
KEGG:hsa05323,rheumatoid arthritis,22,Pathway,KEGG:hsa05323,rheumatoid arthritis
REACT:R194840,rho gtpase cycle,10,Pathway,REACT:R194840,rho gtpase cycle
REACT:R195258,rho gtpase effectors,14,Pathway,REACT:R195258,rho gtpase effectors
REACT:R5668599,rho gtpases activate nadph oxidases,2,Pathway,REACT:R5668599,rho gtpases activate nadph oxidases
REACT:R5625740,rho gtpases activate pkns,8,Pathway,REACT:R5625740,rho gtpases activate pkns
KEGG:hsa04622,rig-i-like receptor signaling pathway,14,Pathway,KEGG:hsa04622,rig-i-like receptor signaling pathway
REACT:R168928,rig-i/mda5 mediated induction of ifn-alpha/beta pathways,14,Pathway,REACT:R168928,rig-i/mda5 mediated induction of ifn-alpha/beta pathways
REACT:R1810476,rip-mediated nfkb activation via zbp1,10,Pathway,REACT:R1810476,rip-mediated nfkb activation via zbp1
REACT:R2730905,role of lat2/ntal/lab on calcium mobilization,20,Pathway,REACT:R2730905,role of lat2/ntal/lab on calcium mobilization
REACT:R2029485,role of phospholipids in phagocytosis,5,Pathway,REACT:R2029485,role of phospholipids in phagocytosis
REACT:R418890,role of second messengers in netrin-1 signaling,2,Pathway,REACT:R418890,role of second messengers in netrin-1 signaling
REACT:R1368082,rora activates gene expression,10,Pathway,REACT:R1368082,rora activates gene expression
REACT:R1222556,"ros, rns production in phagocytes",10,Pathway,REACT:R1222556,"ros, rns production in phagocytes"
REACT:R5358747,s33 mutants of beta-catenin aren't phosphorylated,4,Pathway,REACT:R5358747,s33 mutants of beta-catenin aren't phosphorylated
REACT:R5358749,s37 mutants of beta-catenin aren't phosphorylated,4,Pathway,REACT:R5358749,s37 mutants of beta-catenin aren't phosphorylated
REACT:R5358751,s45 mutants of beta-catenin aren't phosphorylated,4,Pathway,REACT:R5358751,s45 mutants of beta-catenin aren't phosphorylated
KEGG:hsa04970,salivary secretion,12,Pathway,KEGG:hsa04970,salivary secretion
KEGG:hsa05132,salmonella infection,24,Pathway,KEGG:hsa05132,salmonella infection
REACT:R3000480,scavenging by class a receptors,10,Pathway,REACT:R3000480,scavenging by class a receptors
REACT:R2168880,scavenging of heme from plasma,5,Pathway,REACT:R2168880,scavenging of heme from plasma
REACT:R2408522,selenoamino acid metabolism,11,Pathway,REACT:R2408522,selenoamino acid metabolism
REACT:R373755,semaphorin interactions,13,Pathway,REACT:R373755,semaphorin interactions
REACT:R2559582,senescence-associated secretory phenotype (sasp),18,Pathway,REACT:R2559582,senescence-associated secretory phenotype (sasp)
KEGG:hsa04726,serotonergic synapse,21,Pathway,KEGG:hsa04726,serotonergic synapse
REACT:R390666,serotonin receptors,4,Pathway,REACT:R390666,serotonin receptors
REACT:R180336,shc1 events in egfr signaling,15,Pathway,REACT:R180336,shc1 events in egfr signaling
REACT:R1250196,shc1 events in erbb2 signaling,8,Pathway,REACT:R1250196,shc1 events in erbb2 signaling
REACT:R2428933,shc-related events triggered by igf1r,3,Pathway,REACT:R2428933,shc-related events triggered by igf1r
KEGG:hsa05131,shigellosis,17,Pathway,KEGG:hsa05131,shigellosis
REACT:R392518,signal amplification,6,Pathway,REACT:R392518,signal amplification
REACT:R74749,signal attenuation,10,Pathway,REACT:R74749,signal attenuation
REACT:R6802952,signaling by braf and raf fusions,13,Pathway,REACT:R6802952,signaling by braf and raf fusions
REACT:R177929,signaling by egfr,21,Pathway,REACT:R177929,signaling by egfr
REACT:R1227986,signaling by erbb2,13,Pathway,REACT:R1227986,signaling by erbb2
REACT:R372790,signaling by gpcr,19,Pathway,REACT:R372790,signaling by gpcr
REACT:R5358351,signaling by hedgehog,12,Pathway,REACT:R5358351,signaling by hedgehog
REACT:R6802948,signaling by high-kinase activity braf mutants,13,Pathway,REACT:R6802948,signaling by high-kinase activity braf mutants
REACT:R74752,signaling by insulin receptor,18,Pathway,REACT:R74752,signaling by insulin receptor
REACT:R449147,signaling by interleukins,29,Pathway,REACT:R449147,signaling by interleukins
REACT:R2586552,signaling by leptin,17,Pathway,REACT:R2586552,signaling by leptin
REACT:R6806834,signaling by met,12,Pathway,REACT:R6806834,signaling by met
REACT:R6802946,signaling by moderate kinase activity braf mutants,14,Pathway,REACT:R6802946,signaling by moderate kinase activity braf mutants
REACT:R157118,signaling by notch,12,Pathway,REACT:R157118,signaling by notch
REACT:R1980143,signaling by notch1,11,Pathway,REACT:R1980143,signaling by notch1
REACT:R186797,signaling by pdgf,21,Pathway,REACT:R186797,signaling by pdgf
REACT:R8848021,signaling by ptk6,17,Pathway,REACT:R8848021,signaling by ptk6
REACT:R6802949,signaling by ras mutants,13,Pathway,REACT:R6802949,signaling by ras mutants
REACT:R194315,signaling by rho gtpases,13,Pathway,REACT:R194315,signaling by rho gtpases
REACT:R1433557,signaling by scf-kit,22,Pathway,REACT:R1433557,signaling by scf-kit
REACT:R170834,signaling by tgf-beta receptor complex,12,Pathway,REACT:R170834,signaling by tgf-beta receptor complex
REACT:R3304351,signaling by tgf-beta receptor complex in cancer,3,Pathway,REACT:R3304351,signaling by tgf-beta receptor complex in cancer
REACT:R983705,signaling by the b cell receptor (bcr),20,Pathway,REACT:R983705,signaling by the b cell receptor (bcr)
REACT:R2404192,signaling by type 1 insulin-like growth factor 1 receptor (igf1r),20,Pathway,REACT:R2404192,signaling by type 1 insulin-like growth factor 1 receptor (igf1r)
REACT:R194138,signaling by vegf,19,Pathway,REACT:R194138,signaling by vegf
REACT:R195721,signaling by wnt,12,Pathway,REACT:R195721,signaling by wnt
REACT:R4791275,signaling by wnt in cancer,7,Pathway,REACT:R4791275,signaling by wnt in cancer
KEGG:hsa04550,signaling pathways regulating pluripotency of stem cells,18,Pathway,KEGG:hsa04550,signaling pathways regulating pluripotency of stem cells
REACT:R166520,signalling by ngf,23,Pathway,REACT:R166520,signalling by ngf
REACT:R187687,signalling to erks,16,Pathway,REACT:R187687,signalling to erks
REACT:R187706,signalling to p38 via rit and rin,15,Pathway,REACT:R187706,signalling to p38 via rit and rin
REACT:R167044,signalling to ras,16,Pathway,REACT:R167044,signalling to ras
REACT:R162582,signal transduction,29,Pathway,REACT:R162582,signal transduction
REACT:R425407,slc-mediated transmembrane transport,16,Pathway,REACT:R425407,slc-mediated transmembrane transport
REACT:R3315487,smad2/3 mh2 domain mutants in cancer,4,Pathway,REACT:R3315487,smad2/3 mh2 domain mutants in cancer
REACT:R2173796,smad2/smad3:smad4 heterotrimer regulates transcription,9,Pathway,REACT:R2173796,smad2/smad3:smad4 heterotrimer regulates transcription
KEGG:hsa05222,small cell lung cancer,24,Pathway,KEGG:hsa05222,small cell lung cancer
REACT:R445355,smooth muscle contraction,10,Pathway,REACT:R445355,smooth muscle contraction
REACT:R112412,sos-mediated signalling,15,Pathway,REACT:R112412,sos-mediated signalling
KEGG:hsa04071,sphingolipid signaling pathway,24,Pathway,KEGG:hsa04071,sphingolipid signaling pathway
REACT:R69541,stabilization of p53,11,Pathway,REACT:R69541,stabilization of p53
KEGG:hsa05150,staphylococcus aureus infection,10,Pathway,KEGG:hsa05150,staphylococcus aureus infection
KEGG:hsa00140,steroid hormone biosynthesis,22,Pathway,KEGG:hsa00140,steroid hormone biosynthesis
REACT:R2672351,stimuli-sensing channels,9,Pathway,REACT:R2672351,stimuli-sensing channels
REACT:R390522,striated muscle contraction,7,Pathway,REACT:R390522,striated muscle contraction
REACT:R1614635,sulfur amino acid metabolism,8,Pathway,REACT:R1614635,sulfur amino acid metabolism
REACT:R3108232,sumo e3 ligases sumoylate target proteins,12,Pathway,REACT:R3108232,sumo e3 ligases sumoylate target proteins
REACT:R2990846,sumoylation,12,Pathway,REACT:R2990846,sumoylation
REACT:R3232118,sumoylation of transcription factors,3,Pathway,REACT:R3232118,sumoylation of transcription factors
REACT:R5683826,surfactant metabolism,2,Pathway,REACT:R5683826,surfactant metabolism
REACT:R3000170,syndecan interactions,9,Pathway,REACT:R3000170,syndecan interactions
REACT:R2142770,synthesis of 15-eicosatetraenoic acid derivatives,4,Pathway,REACT:R2142770,synthesis of 15-eicosatetraenoic acid derivatives
REACT:R2142816,synthesis of (16-20)-hydroxyeicosatetraenoic acids (hete),9,Pathway,REACT:R2142816,synthesis of (16-20)-hydroxyeicosatetraenoic acids (hete)
REACT:R2142688,synthesis of 5-eicosatetraenoic acids,3,Pathway,REACT:R2142688,synthesis of 5-eicosatetraenoic acids
REACT:R2142670,synthesis of epoxy (eet) and dihydroxyeicosatrienoic acids (dhet),9,Pathway,REACT:R2142670,synthesis of epoxy (eet) and dihydroxyeicosatrienoic acids (dhet)
REACT:R1855204,synthesis of ip3 and ip4 in the cytosol,4,Pathway,REACT:R1855204,synthesis of ip3 and ip4 in the cytosol
REACT:R2142691,synthesis of leukotrienes (lt) and eoxins (ex),2,Pathway,REACT:R2142691,synthesis of leukotrienes (lt) and eoxins (ex)
REACT:R1660499,synthesis of pips at the plasma membrane,8,Pathway,REACT:R1660499,synthesis of pips at the plasma membrane
REACT:R2162123,synthesis of prostaglandins (pg) and thromboxanes (tx),4,Pathway,REACT:R2162123,synthesis of prostaglandins (pg) and thromboxanes (tx)
REACT:R422085,"synthesis, secretion, and deacylation of ghrelin",7,Pathway,REACT:R422085,"synthesis, secretion, and deacylation of ghrelin"
REACT:R381771,"synthesis, secretion, and inactivation of glucagon-like peptide-1 (glp-1)",2,Pathway,REACT:R381771,"synthesis, secretion, and inactivation of glucagon-like peptide-1 (glp-1)"
KEGG:hsa05322,systemic lupus erythematosus,10,Pathway,KEGG:hsa05322,systemic lupus erythematosus
REACT:R5358752,t41 mutants of beta-catenin aren't phosphorylated,4,Pathway,REACT:R5358752,t41 mutants of beta-catenin aren't phosphorylated
REACT:R445989,tak1 activates nfkb by phosphorylation and activation of ikks complex,11,Pathway,REACT:R445989,tak1 activates nfkb by phosphorylation and activation of ikks complex
KEGG:hsa04742,taste transduction,3,Pathway,KEGG:hsa04742,taste transduction
KEGG:hsa04660,t cell receptor signaling pathway,19,Pathway,KEGG:hsa04660,t cell receptor signaling pathway
REACT:R201681,tcf dependent signaling in response to wnt,12,Pathway,REACT:R201681,tcf dependent signaling in response to wnt
REACT:R202403,tcr signaling,13,Pathway,REACT:R202403,tcr signaling
REACT:R1474151,"tetrahydrobiopterin (bh4) synthesis, recycling, salvage and regulation",7,Pathway,REACT:R1474151,"tetrahydrobiopterin (bh4) synthesis, recycling, salvage and regulation"
REACT:R2173789,tgf-beta receptor signaling activates smads,9,Pathway,REACT:R2173789,tgf-beta receptor signaling activates smads
REACT:R2173791,tgf-beta receptor signaling in emt (epithelial to mesenchymal transition),3,Pathway,REACT:R2173791,tgf-beta receptor signaling in emt (epithelial to mesenchymal transition)
KEGG:M00680,tgf-beta signaling,4,Pathway,KEGG:M00680,tgf-beta signaling
KEGG:hsa04350,tgf-beta signaling pathway,17,Pathway,KEGG:hsa04350,tgf-beta signaling pathway
REACT:R3656532,tgfbr1 kd mutants in cancer,2,Pathway,REACT:R3656532,tgfbr1 kd mutants in cancer
KEGG:hsa04659,th17 cell differentiation,22,Pathway,KEGG:hsa04659,th17 cell differentiation
KEGG:hsa04658,th1 and th2 cell differentiation,17,Pathway,KEGG:hsa04658,th1 and th2 cell differentiation
REACT:R1428517,the citric acid (tca) cycle and respiratory electron transport,13,Pathway,REACT:R1428517,the citric acid (tca) cycle and respiratory electron transport
REACT:R167826,the fatty acid cycling model,2,Pathway,REACT:R167826,the fatty acid cycling model
REACT:R844455,the nlrp1 inflammasome,2,Pathway,REACT:R844455,the nlrp1 inflammasome
REACT:R167827,the proton buffering model,2,Pathway,REACT:R167827,the proton buffering model
REACT:R8852276,the role of gtse1 in g2/m progression after g2 checkpoint,13,Pathway,REACT:R8852276,the role of gtse1 in g2/m progression after g2 checkpoint
REACT:R456926,thrombin signalling through proteinase activated receptors (pars),6,Pathway,REACT:R456926,thrombin signalling through proteinase activated receptors (pars)
REACT:R428930,thromboxane signalling through tp receptor,6,Pathway,REACT:R428930,thromboxane signalling through tp receptor
KEGG:hsa05216,thyroid cancer,20,Pathway,KEGG:hsa05216,thyroid cancer
KEGG:hsa04919,thyroid hormone signaling pathway,22,Pathway,KEGG:hsa04919,thyroid hormone signaling pathway
KEGG:hsa04918,thyroid hormone synthesis,16,Pathway,KEGG:hsa04918,thyroid hormone synthesis
KEGG:hsa04530,tight junction,14,Pathway,KEGG:hsa04530,tight junction
REACT:R5357956,tnfr1-induced nfkappab signaling pathway,9,Pathway,REACT:R5357956,tnfr1-induced nfkappab signaling pathway
REACT:R5357786,tnfr1-induced proapoptotic signaling,7,Pathway,REACT:R5357786,tnfr1-induced proapoptotic signaling
REACT:R5668541,tnfr2 non-canonical nf-kb pathway,12,Pathway,REACT:R5668541,tnfr2 non-canonical nf-kb pathway
REACT:R75893,tnf signaling,11,Pathway,REACT:R75893,tnf signaling
KEGG:hsa04668,tnf signaling pathway,28,Pathway,KEGG:hsa04668,tnf signaling pathway
REACT:R168142,toll like receptor 10 (tlr10) cascade,17,Pathway,REACT:R168142,toll like receptor 10 (tlr10) cascade
REACT:R181438,toll like receptor 2 (tlr2) cascade,17,Pathway,REACT:R181438,toll like receptor 2 (tlr2) cascade
REACT:R168164,toll like receptor 3 (tlr3) cascade,17,Pathway,REACT:R168164,toll like receptor 3 (tlr3) cascade
REACT:R166016,toll like receptor 4 (tlr4) cascade,17,Pathway,REACT:R166016,toll like receptor 4 (tlr4) cascade
REACT:R168176,toll like receptor 5 (tlr5) cascade,17,Pathway,REACT:R168176,toll like receptor 5 (tlr5) cascade
REACT:R168181,toll like receptor 7/8 (tlr7/8) cascade,17,Pathway,REACT:R168181,toll like receptor 7/8 (tlr7/8) cascade
REACT:R168138,toll like receptor 9 (tlr9) cascade,17,Pathway,REACT:R168138,toll like receptor 9 (tlr9) cascade
REACT:R168898,toll-like receptors cascades,18,Pathway,REACT:R168898,toll-like receptors cascades
KEGG:M00686,toll-like receptor signaling,11,Pathway,KEGG:M00686,toll-like receptor signaling
KEGG:hsa04620,toll-like receptor signaling pathway,24,Pathway,KEGG:hsa04620,toll-like receptor signaling pathway
REACT:R168179,toll like receptor tlr1:tlr2 cascade,17,Pathway,REACT:R168179,toll like receptor tlr1:tlr2 cascade
REACT:R168188,toll like receptor tlr6:tlr2 cascade,17,Pathway,REACT:R168188,toll like receptor tlr6:tlr2 cascade
KEGG:hsa05145,toxoplasmosis,26,Pathway,KEGG:hsa05145,toxoplasmosis
REACT:R5628897,tp53 regulates metabolic genes,17,Pathway,REACT:R5628897,tp53 regulates metabolic genes
REACT:R6804115,tp53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,3,Pathway,REACT:R6804115,tp53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
REACT:R6803207,tp53 regulates transcription of caspase activators and caspases,4,Pathway,REACT:R6803207,tp53 regulates transcription of caspase activators and caspases
REACT:R6791312,tp53 regulates transcription of cell cycle genes,18,Pathway,REACT:R6791312,tp53 regulates transcription of cell cycle genes
REACT:R5633008,tp53 regulates transcription of cell death genes,15,Pathway,REACT:R5633008,tp53 regulates transcription of cell death genes
REACT:R6803211,tp53 regulates transcription of death receptors and ligands,5,Pathway,REACT:R6803211,tp53 regulates transcription of death receptors and ligands
REACT:R6796648,tp53 regulates transcription of dna repair genes,9,Pathway,REACT:R6796648,tp53 regulates transcription of dna repair genes
REACT:R6803204,tp53 regulates transcription of genes involved in cytochrome c release,12,Pathway,REACT:R6803204,tp53 regulates transcription of genes involved in cytochrome c release
REACT:R6804116,tp53 regulates transcription of genes involved in g1 cell cycle arrest,12,Pathway,REACT:R6804116,tp53 regulates transcription of genes involved in g1 cell cycle arrest
REACT:R6804114,tp53 regulates transcription of genes involved in g2 cell cycle arrest,14,Pathway,REACT:R6804114,tp53 regulates transcription of genes involved in g2 cell cycle arrest
REACT:R6803205,tp53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,4,Pathway,REACT:R6803205,tp53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
REACT:R975138,traf6 mediated induction of nfkb and map kinases upon tlr7/8 or 9 activation,17,Pathway,REACT:R975138,traf6 mediated induction of nfkb and map kinases upon tlr7/8 or 9 activation
REACT:R937072,traf6 mediated induction of tak1 complex,4,Pathway,REACT:R937072,traf6 mediated induction of tak1 complex
REACT:R933541,traf6 mediated irf7 activation,2,Pathway,REACT:R933541,traf6 mediated irf7 activation
REACT:R975110,traf6 mediated irf7 activation in tlr7/8 or 9 signaling,4,Pathway,REACT:R975110,traf6 mediated irf7 activation in tlr7/8 or 9 signaling
REACT:R933542,traf6 mediated nf-kb activation,11,Pathway,REACT:R933542,traf6 mediated nf-kb activation
REACT:R69895,transcriptional  activation of  cell cycle inhibitor p21,2,Pathway,REACT:R69895,transcriptional  activation of  cell cycle inhibitor p21
REACT:R2151201,transcriptional activation of mitochondrial biogenesis,10,Pathway,REACT:R2151201,transcriptional activation of mitochondrial biogenesis
REACT:R69560,transcriptional activation of p53 responsive genes,2,Pathway,REACT:R69560,transcriptional activation of p53 responsive genes
REACT:R2173793,transcriptional activity of smad2/smad3:smad4 heterotrimer,11,Pathway,REACT:R2173793,transcriptional activity of smad2/smad3:smad4 heterotrimer
KEGG:hsa05202,transcriptional misregulation in cancer,22,Pathway,KEGG:hsa05202,transcriptional misregulation in cancer
REACT:R8864260,transcriptional regulation by the ap-2 (tfap2) family of transcription factors,13,Pathway,REACT:R8864260,transcriptional regulation by the ap-2 (tfap2) family of transcription factors
REACT:R3700989,transcriptional regulation by tp53,21,Pathway,REACT:R3700989,transcriptional regulation by tp53
REACT:R381340,transcriptional regulation of white adipocyte differentiation,17,Pathway,REACT:R381340,transcriptional regulation of white adipocyte differentiation
REACT:R1445148,translocation of glut4 to the plasma membrane,11,Pathway,REACT:R1445148,translocation of glut4 to the plasma membrane
REACT:R382551,transmembrane transport of small molecules,20,Pathway,REACT:R382551,transmembrane transport of small molecules
REACT:R112315,transmission across chemical synapses,20,Pathway,REACT:R112315,transmission across chemical synapses
REACT:R425366,"transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",14,Pathway,REACT:R425366,"transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"
REACT:R425393,transport of inorganic cations/anions and amino acids/oligopeptides,10,Pathway,REACT:R425393,transport of inorganic cations/anions and amino acids/oligopeptides
REACT:R948021,transport to the golgi and subsequent modification,11,Pathway,REACT:R948021,transport to the golgi and subsequent modification
REACT:R2562578,trif-mediated programmed cell death,3,Pathway,REACT:R2562578,trif-mediated programmed cell death
REACT:R937061,trif-mediated tlr3/tlr4 signaling,17,Pathway,REACT:R937061,trif-mediated tlr3/tlr4 signaling
REACT:R3295583,trp channels,2,Pathway,REACT:R3295583,trp channels
REACT:R4839744,truncated apc mutants destabilize the destruction complex,4,Pathway,REACT:R4839744,truncated apc mutants destabilize the destruction complex
REACT:R5467348,truncations of amer1 destabilize the destruction complex,4,Pathway,REACT:R5467348,truncations of amer1 destabilize the destruction complex
KEGG:hsa00380,tryptophan metabolism,15,Pathway,KEGG:hsa00380,tryptophan metabolism
KEGG:hsa05152,tuberculosis,29,Pathway,KEGG:hsa05152,tuberculosis
KEGG:hsa04940,type i diabetes mellitus,18,Pathway,KEGG:hsa04940,type i diabetes mellitus
KEGG:hsa04930,type ii diabetes mellitus,19,Pathway,KEGG:hsa04930,type ii diabetes mellitus
KEGG:hsa00350,tyrosine metabolism,10,Pathway,KEGG:hsa00350,tyrosine metabolism
KEGG:hsa04120,ubiquitin mediated proteolysis,12,Pathway,KEGG:hsa04120,ubiquitin mediated proteolysis
REACT:R5689880,ub-specific processing proteases,12,Pathway,REACT:R5689880,ub-specific processing proteases
REACT:R5689603,uch proteinases,11,Pathway,REACT:R5689603,uch proteinases
REACT:R381119,unfolded protein response (upr),16,Pathway,REACT:R381119,unfolded protein response (upr)
KEGG:hsa04270,vascular smooth muscle contraction,13,Pathway,KEGG:hsa04270,vascular smooth muscle contraction
REACT:R388479,vasopressin-like receptors,2,Pathway,REACT:R388479,vasopressin-like receptors
KEGG:hsa04962,vasopressin-regulated water reabsorption,7,Pathway,KEGG:hsa04962,vasopressin-regulated water reabsorption
REACT:R432040,vasopressin regulates renal water homeostasis via aquaporins,9,Pathway,REACT:R432040,vasopressin regulates renal water homeostasis via aquaporins
REACT:R4420097,vegfa-vegfr2 pathway,19,Pathway,REACT:R4420097,vegfa-vegfr2 pathway
REACT:R5218921,vegfr2 mediated cell proliferation,16,Pathway,REACT:R5218921,vegfr2 mediated cell proliferation
REACT:R5218920,vegfr2 mediated vascular permeability,11,Pathway,REACT:R5218920,vegfr2 mediated vascular permeability
KEGG:hsa04370,vegf signaling pathway,19,Pathway,KEGG:hsa04370,vegf signaling pathway
REACT:R5653656,vesicle-mediated transport,14,Pathway,REACT:R5653656,vesicle-mediated transport
KEGG:hsa05110,vibrio cholerae infection,10,Pathway,KEGG:hsa05110,vibrio cholerae infection
KEGG:hsa05203,viral carcinogenesis,25,Pathway,KEGG:hsa05203,viral carcinogenesis
KEGG:hsa05416,viral myocarditis,18,Pathway,KEGG:hsa05416,viral myocarditis
REACT:R2187338,visual phototransduction,12,Pathway,REACT:R2187338,visual phototransduction
KEGG:hsa04977,vitamin digestion and absorption,5,Pathway,KEGG:hsa04977,vitamin digestion and absorption
KEGG:M00677,wnt signaling,6,Pathway,KEGG:M00677,wnt signaling
KEGG:hsa04310,wnt signaling pathway,15,Pathway,KEGG:hsa04310,wnt signaling pathway
REACT:R381038,xbp1(s) activates chaperone genes,12,Pathway,REACT:R381038,xbp1(s) activates chaperone genes
REACT:R211981,xenobiotics,12,Pathway,REACT:R211981,xenobiotics
REACT:R2032785,yap1- and wwtr1 (taz)-stimulated gene expression,9,Pathway,REACT:R2032785,yap1- and wwtr1 (taz)-stimulated gene expression
REACT:R1606322,zbp1(dai) mediated induction of type i ifns,9,Pathway,REACT:R1606322,zbp1(dai) mediated induction of type i ifns
EX:D08131,hypertension,848,Disease,MESH:D006973,hypertension
